track_id,name,artist,spotify_preview_url,spotify_id,tags,genre,year,duration_ms,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,description,playcount,user
TRRGAEY128F426A929,Kingdom,Dave Gahan,https://p.scdn.co/mp3-preview/e85756e376675344b8d9ddeacc457fefa35ab113?cid=774b29d4f13844c495f206cafdad9c86,047MDCRIyB2TM7RaR1Yywu,"electronic, industrial, new_wave, synthpop",Electronic,2007,274173,0.529,0.904,4,-4.417,1,0.0322,0.00135,0.0146,0.398,0.343,99.225,4,"The song 'Kingdom' by Dave Gahan is a Electronic track released in 2007. With a duration of 4.56955 minutes, it has a tempo of 99.225 BPM. The song's energy level is 0.904, its danceability is 0.529, and its acousticness is 0.00135. It has been tagged with: [electronic, industrial, new_wave, synthpop]",9,user_103334|user_440903|user_501618|user_522692|user_583149
TROGJUO128F42A8E36,Jesus Doesn't Love Me,Dragonette,https://p.scdn.co/mp3-preview/2ef493103329228af83144056b671fc0aa394403?cid=774b29d4f13844c495f206cafdad9c86,0tscy0LCX86UFsdng663eX,"electronic, synthpop, pop_rock",Electronic,2007,172373,0.644,0.915,5,-4.581,0,0.031,0.0804,0.164,0.485,0.729,125.078,4,"The song 'Jesus Doesn't Love Me' by Dragonette is a Electronic track released in 2007. With a duration of 2.8728833333333332 minutes, it has a tempo of 125.078 BPM. The song's energy level is 0.915, its danceability is 0.644, and its acousticness is 0.0804. It has been tagged with: [electronic, synthpop, pop_rock]",108,user_27240|user_64291|user_81467|user_97217|user_125614
TROTQVJ128F14528BB,Stand And Feel Your Worth,Thrice,https://p.scdn.co/mp3-preview/848f877f67899ad86ec94756582e9dc3ad01ea00?cid=774b29d4f13844c495f206cafdad9c86,6m2qwmwXqvb1EmGacFTrLd,"progressive_rock, post_hardcore, screamo",Rock,2005,352466,0.492,0.702,7,-5.72,1,0.0637,0.0323,0.0996,0.086,0.129,147.989,3,"The song 'Stand And Feel Your Worth' by Thrice is a Rock track released in 2005. With a duration of 5.874433333333333 minutes, it has a tempo of 147.989 BPM. The song's energy level is 0.702, its danceability is 0.492, and its acousticness is 0.0323. It has been tagged with: [progressive_rock, post_hardcore, screamo]",429,user_2593|user_2677|user_9035|user_10405|user_18216
TRCPLYW128F4264470,Comin' Home Baby,Mel Tormé,https://p.scdn.co/mp3-preview/b139a63d77dbf7ad199965b61cb65d23fa4127f9?cid=774b29d4f13844c495f206cafdad9c86,04vO9306sTCTQ1BE2jQlzX,"jazz, 60s, oldies, lounge",Jazz,2013,163106,0.632,0.429,7,-12.13,0,0.0657,0.457,0.0,0.228,0.788,143.173,4,"The song 'Comin' Home Baby' by Mel Tormé is a Jazz track released in 2013. With a duration of 2.7184333333333335 minutes, it has a tempo of 143.173 BPM. The song's energy level is 0.429, its danceability is 0.632, and its acousticness is 0.457. It has been tagged with: [jazz, 60s, oldies, lounge]",11,user_37092|user_330407|user_358408|user_691079|user_763366
TRLJBGU128F9301DCF,The Undertaker,Puscifer,https://p.scdn.co/mp3-preview/4b5dc489edfd4cef87813124f48da5718516d08f?cid=774b29d4f13844c495f206cafdad9c86,0ttOT7U2PRB6umsOCiksZa,"progressive_rock, industrial, 00s",Reggae,2007,239960,0.434,0.869,8,-6.053,0,0.057,2.04e-05,0.0458,0.333,0.418,140.942,3,"The song 'The Undertaker' by Puscifer is a Reggae track released in 2007. With a duration of 3.9993333333333334 minutes, it has a tempo of 140.942 BPM. The song's energy level is 0.869, its danceability is 0.434, and its acousticness is 2.04e-05. It has been tagged with: [progressive_rock, industrial, 00s]",2,user_124922|user_546953
TRRTVVF128F930FD97,Osaka Loop Line,Discovery,https://p.scdn.co/mp3-preview/fc9fbc833cba52ecc59dbe3b5ab3b03f3f8caef2?cid=774b29d4f13844c495f206cafdad9c86,3ETayXmEtFFE0GxOu7qY4Y,"electronic, experimental, indie_pop, 00s",Electronic,2009,241733,0.707,0.493,9,-6.662,1,0.332,0.102,0.000108,0.159,0.654,155.906,4,"The song 'Osaka Loop Line' by Discovery is a Electronic track released in 2009. With a duration of 4.028883333333333 minutes, it has a tempo of 155.906 BPM. The song's energy level is 0.493, its danceability is 0.707, and its acousticness is 0.102. It has been tagged with: [electronic, experimental, indie_pop, 00s]",3783,user_365|user_1015|user_1404|user_2356|user_3565
TRTJJWP128F427B2BA,Bawsey,Nathan Fake,https://p.scdn.co/mp3-preview/56700c20414024306f784303afee12e846219f13?cid=774b29d4f13844c495f206cafdad9c86,46Zm1dBbDwNx5swrR0yppI,"electronic, ambient, dance, techno, idm",Electronic,2006,58973,0.403,0.971,9,-12.522,1,0.048,0.00066,0.871,0.382,0.119,116.811,4,"The song 'Bawsey' by Nathan Fake is a Electronic track released in 2006. With a duration of 0.9828833333333333 minutes, it has a tempo of 116.811 BPM. The song's energy level is 0.971, its danceability is 0.403, and its acousticness is 0.00066. It has been tagged with: [electronic, ambient, dance, techno, idm]",195,user_1289|user_44700|user_45676|user_55779|user_83007
TROVWMK128F42616C4,sonora,Marc Romboy,https://p.scdn.co/mp3-preview/b415a41f963cdf2f06da8d902f610e71f8e833eb?cid=774b29d4f13844c495f206cafdad9c86,0SFZvMzmGIAVN5nrE1zwYv,"electronic, techno, drum_and_bass",Electronic,2008,476474,0.796,0.732,7,-10.457,1,0.0752,0.00174,0.764,0.117,0.046,124.99,4,"The song 'sonora' by Marc Romboy is a Electronic track released in 2008. With a duration of 7.941233333333333 minutes, it has a tempo of 124.99 BPM. The song's energy level is 0.732, its danceability is 0.796, and its acousticness is 0.00174. It has been tagged with: [electronic, techno, drum_and_bass]",138,user_6494|user_32596|user_36226|user_47550|user_54572
TRQQQSY12903CCE493,Shallow End,Morcheeba,https://p.scdn.co/mp3-preview/2834459c1c97767a6530aebd557feccda81521df?cid=774b29d4f13844c495f206cafdad9c86,5Y2H3AFPi2i1o9USnpNOX6,"ambient, funk, trip_hop",Electronic,2000,232226,0.67,0.844,6,-4.392,0,0.0345,0.00522,0.00142,0.0742,0.927,117.07,4,"The song 'Shallow End' by Morcheeba is a Electronic track released in 2000. With a duration of 3.870433333333333 minutes, it has a tempo of 117.07 BPM. The song's energy level is 0.844, its danceability is 0.67, and its acousticness is 0.00522. It has been tagged with: [ambient, funk, trip_hop]",501,user_302|user_4248|user_7750|user_9342|user_16166
TRBVMPR12903CF391D,Domain Of Decay,Celtic Frost,https://p.scdn.co/mp3-preview/d59933301a3bcde8cff453534170257e842731b4?cid=774b29d4f13844c495f206cafdad9c86,1aCPaNDLdlaDfxz7v6RxR2,"black_metal, thrash_metal, doom_metal",Metal,2006,278440,0.239,0.857,0,-2.817,1,0.0825,2.08e-06,0.167,0.0578,0.186,113.657,3,"The song 'Domain Of Decay' by Celtic Frost is a Metal track released in 2006. With a duration of 4.640666666666666 minutes, it has a tempo of 113.657 BPM. The song's energy level is 0.857, its danceability is 0.239, and its acousticness is 2.08e-06. It has been tagged with: [black_metal, thrash_metal, doom_metal]",14,user_338416|user_358280|user_361015|user_370708|user_493917
TRZLWSN128F4256AC0,Forthcoming Fire,Heaven Shall Burn,https://p.scdn.co/mp3-preview/1031ba1f2d156b952859a00720d1c911dfd265d4?cid=774b29d4f13844c495f206cafdad9c86,2DG1YraP7fKzfL2kndJreT,"death_metal, hardcore, metalcore",Metal,2004,262506,0.295,0.858,7,-7.656,1,0.0579,7.82e-06,0.0,0.095,0.136,91.52,4,"The song 'Forthcoming Fire' by Heaven Shall Burn is a Metal track released in 2004. With a duration of 4.3751 minutes, it has a tempo of 91.52 BPM. The song's energy level is 0.858, its danceability is 0.295, and its acousticness is 7.82e-06. It has been tagged with: [death_metal, hardcore, metalcore]",104,user_7239|user_15551|user_35394|user_57767|user_66422
TREZDZQ128EF3518F0,I Can't Be With You,The Cranberries,https://p.scdn.co/mp3-preview/3383fc53547cb9106aa9e7e948d3e34b109182e8?cid=774b29d4f13844c495f206cafdad9c86,0758CM3PIqd97qvsK9cmSn,"rock, alternative, female_vocalists, alternative_rock, 90s",Rock,2005,188346,0.408,0.9,10,-4.443,1,0.0507,0.0487,0.0,0.458,0.422,130.619,4,"The song 'I Can't Be With You' by The Cranberries is a Rock track released in 2005. With a duration of 3.1391 minutes, it has a tempo of 130.619 BPM. The song's energy level is 0.9, its danceability is 0.408, and its acousticness is 0.0487. It has been tagged with: [rock, alternative, female_vocalists, alternative_rock, 90s]",1120,user_7007|user_7336|user_8722|user_10525|user_10951
TRVHRCF128F931FF3E,Teflon,The Mars Volta,https://p.scdn.co/mp3-preview/31779a981b40e12762291df9e943f9a443ea8928?cid=774b29d4f13844c495f206cafdad9c86,3x1pZWmMqm8JX9rAsaDpYn,"rock, experimental, progressive_rock, psychedelic_rock, 00s",Rock,2009,304346,0.273,0.886,5,-7.48,0,0.05,0.000546,0.000551,0.167,0.456,96.304,4,"The song 'Teflon' by The Mars Volta is a Rock track released in 2009. With a duration of 5.072433333333334 minutes, it has a tempo of 96.304 BPM. The song's energy level is 0.886, its danceability is 0.273, and its acousticness is 0.000546. It has been tagged with: [rock, experimental, progressive_rock, psychedelic_rock, 00s]",534,user_1587|user_14036|user_15260|user_16853|user_17564
TROFTGV128F1458F77,Bags,Clairo,https://p.scdn.co/mp3-preview/24d17363b74235bb2d5fc747fc58ad5d95e35900?cid=774b29d4f13844c495f206cafdad9c86,6UFivO2zqqPFPoQYsEMuCc,"indie_rock, indie_pop",Rock,2019,260519,0.742,0.546,1,-7.694,1,0.0315,0.172,0.38,0.115,0.868,104.996,4,"The song 'Bags' by Clairo is a Rock track released in 2019. With a duration of 4.341983333333333 minutes, it has a tempo of 104.996 BPM. The song's energy level is 0.546, its danceability is 0.742, and its acousticness is 0.172. It has been tagged with: [indie_rock, indie_pop]",120,user_11925|user_48787|user_50162|user_52489|user_72301
TROXXOQ12903D00590,Ex Nihilo,Dark Tranquillity,https://p.scdn.co/mp3-preview/f0983db520a79d725b41c9d7fe21536bb9534a29?cid=774b29d4f13844c495f206cafdad9c86,0G01qnxsMHCdZurXh2toX0,"instrumental, death_metal, melodic_death_metal",Metal,2002,271053,0.301,0.656,9,-7.849,1,0.0349,0.00129,0.769,0.0579,0.169,140.006,4,"The song 'Ex Nihilo' by Dark Tranquillity is a Metal track released in 2002. With a duration of 4.51755 minutes, it has a tempo of 140.006 BPM. The song's energy level is 0.656, its danceability is 0.301, and its acousticness is 0.00129. It has been tagged with: [instrumental, death_metal, melodic_death_metal]",200,user_9812|user_13479|user_18657|user_21140|user_79483
TRJSVML128E07921B7,Break Me Shake Me,Savage Garden,https://p.scdn.co/mp3-preview/f8ea2cc9809548eef5f33e4158e1bd5db15bc7d6?cid=774b29d4f13844c495f206cafdad9c86,3buOItugju7mwOyL63aTbc,"rock, pop, 90s, male_vocalists, pop_rock",Pop,1997,203133,0.757,0.673,0,-6.823,1,0.0279,0.0172,0.000828,0.114,0.661,110.136,4,"The song 'Break Me Shake Me' by Savage Garden is a Pop track released in 1997. With a duration of 3.38555 minutes, it has a tempo of 110.136 BPM. The song's energy level is 0.673, its danceability is 0.757, and its acousticness is 0.0172. It has been tagged with: [rock, pop, 90s, male_vocalists, pop_rock]",535,user_4543|user_5434|user_7054|user_7492|user_11241
TRUNKXN12903CF0ADE,Diyala,Tiamat,https://p.scdn.co/mp3-preview/e9af1fc5c8f78ed3dae473808e59f477e4c3c3dd?cid=774b29d4f13844c495f206cafdad9c86,0chB7FxNgPGOcxvIS2mCJZ,"instrumental, doom_metal, gothic_metal, dark_ambient",Metal,1999,85840,0.329,0.168,11,-24.278,1,0.0608,0.854,0.938,0.154,0.129,140.057,4,"The song 'Diyala' by Tiamat is a Metal track released in 1999. With a duration of 1.4306666666666668 minutes, it has a tempo of 140.057 BPM. The song's energy level is 0.168, its danceability is 0.329, and its acousticness is 0.854. It has been tagged with: [instrumental, doom_metal, gothic_metal, dark_ambient]",35,user_69716|user_78892|user_79109|user_97243|user_106808
TRKUUNB12903CF4672,The Great Darkness,Arch Enemy,https://p.scdn.co/mp3-preview/9bef0ca9e79a850efea046d131305a83afdc24e9?cid=774b29d4f13844c495f206cafdad9c86,2UVaEXudrpsSoYbURoqVEj,"death_metal, thrash_metal, melodic_death_metal, swedish",Metal,2007,286613,0.162,0.93,1,-3.857,1,0.117,7.89e-05,0.324,0.122,0.0921,142.341,3,"The song 'The Great Darkness' by Arch Enemy is a Metal track released in 2007. With a duration of 4.776883333333333 minutes, it has a tempo of 142.341 BPM. The song's energy level is 0.93, its danceability is 0.162, and its acousticness is 7.89e-05. It has been tagged with: [death_metal, thrash_metal, melodic_death_metal, swedish]",423,user_2243|user_5047|user_13480|user_20588|user_26119
TRUETQW12903CDA7BD,Good To Go,Jason Aldean,https://p.scdn.co/mp3-preview/579d9dbf6eebfcc69a883b33551541efa49e3331?cid=774b29d4f13844c495f206cafdad9c86,1KQgXAwIae3EykSFf8VHgE,country,Electronic,2005,240600,0.55,0.665,0,-3.8,1,0.0335,0.227,0.0,0.139,0.338,154.877,4,"The song 'Good To Go' by Jason Aldean is a Electronic track released in 2005. With a duration of 4.01 minutes, it has a tempo of 154.877 BPM. The song's energy level is 0.665, its danceability is 0.55, and its acousticness is 0.227. It has been tagged with: [country]",1,user_377420
TRXLNLO128E078D3D2,In Cairo,Hot Hot Heat,https://p.scdn.co/mp3-preview/686a222d001f7f0c729398b4f16296583d2c3b06?cid=774b29d4f13844c495f206cafdad9c86,1qv5ZF9oM8KA0s9T5XKywc,"alternative, indie, indie_rock, piano, trip_hop",Rock,2002,295026,0.376,0.703,9,-6.056,1,0.0287,0.00787,0.0135,0.277,0.248,108.901,4,"The song 'In Cairo' by Hot Hot Heat is a Rock track released in 2002. With a duration of 4.9171 minutes, it has a tempo of 108.901 BPM. The song's energy level is 0.703, its danceability is 0.376, and its acousticness is 0.00787. It has been tagged with: [alternative, indie, indie_rock, piano, trip_hop]",7244,user_480|user_3205|user_4601|user_5274|user_5491
TRDXPMS128F934B6D4,Rapid Fire,Judas Priest,https://p.scdn.co/mp3-preview/c848235d8d22baeff9401816c54e5992a002f9c4?cid=774b29d4f13844c495f206cafdad9c86,04HU73r9Utf7oU5wUtvKA1,"metal, hard_rock, 80s, heavy_metal",Metal,1980,246800,0.385,0.924,7,-11.108,1,0.0668,0.000433,0.0014,0.361,0.346,135.671,4,"The song 'Rapid Fire' by Judas Priest is a Metal track released in 1980. With a duration of 4.113333333333333 minutes, it has a tempo of 135.671 BPM. The song's energy level is 0.924, its danceability is 0.385, and its acousticness is 0.000433. It has been tagged with: [metal, hard_rock, 80s, heavy_metal]",12,user_436141
TRENJWW128F933AC01,Everything Is Shady,Ca$his,https://p.scdn.co/mp3-preview/bdac52f6fd66ea5947a235d6dc64c345c29d3af1?cid=774b29d4f13844c495f206cafdad9c86,1UmMBMAIXfZRyjIFjgky82,"rap, hip_hop",Rap,2006,269466,0.53,0.683,2,-4.028,1,0.333,0.0117,0.0,0.371,0.54,78.132,4,"The song 'Everything Is Shady' by Ca$his is a Rap track released in 2006. With a duration of 4.4911 minutes, it has a tempo of 78.132 BPM. The song's energy level is 0.683, its danceability is 0.53, and its acousticness is 0.0117. It has been tagged with: [rap, hip_hop]",121,user_64941|user_82110|user_189637|user_233072|user_267488
TRENNCG128F427B40E,Snakepit,The Cure,https://p.scdn.co/mp3-preview/5609a00d9b5d74b400b9b9579f89986e789a6fe2?cid=774b29d4f13844c495f206cafdad9c86,3UKkqB2evnZ8lk7LgR0yfM,"rock, indie, chillout, new_wave, gothic, chill",Rock,1987,417750,0.428,0.623,9,-12.999,0,0.0256,0.176,0.799,0.472,0.847,174.153,4,"The song 'Snakepit' by The Cure is a Rock track released in 1987. With a duration of 6.9625 minutes, it has a tempo of 174.153 BPM. The song's energy level is 0.623, its danceability is 0.428, and its acousticness is 0.176. It has been tagged with: [rock, indie, chillout, new_wave, gothic, chill]",96,user_33880|user_68804|user_71996|user_206105|user_229903
TRFIXCL128E078F555,Feel The Quiet River Rage,Live,https://p.scdn.co/mp3-preview/4d31eeb50212e6a1fc5913f2e85bf6ba22be8e5f?cid=774b29d4f13844c495f206cafdad9c86,0lc9EHIJ8Gi0fx3DFpoiUr,"rock, alternative, grunge",Rock,1999,276533,0.211,0.874,8,-5.02,1,0.0408,0.000182,0.084,0.0627,0.337,91.334,4,"The song 'Feel The Quiet River Rage' by Live is a Rock track released in 1999. With a duration of 4.608883333333333 minutes, it has a tempo of 91.334 BPM. The song's energy level is 0.874, its danceability is 0.211, and its acousticness is 0.000182. It has been tagged with: [rock, alternative, grunge]",191,user_7949|user_18203|user_19305|user_36138|user_49130
TRXOKHY12903CA7581,Gemini,Boards of Canada,https://p.scdn.co/mp3-preview/c74432c268b6a5d0d7794e476023115b65e3105b?cid=774b29d4f13844c495f206cafdad9c86,1M01dPDMkkFTf1rYs5Rf6n,"electronic, ambient, chillout, psychedelic, idm, dark_ambient, chill",Rock,2014,176326,0.4,0.431,2,-21.198,1,0.128,0.982,0.885,0.108,0.0728,163.425,4,"The song 'Gemini' by Boards of Canada is a Rock track released in 2014. With a duration of 2.9387666666666665 minutes, it has a tempo of 163.425 BPM. The song's energy level is 0.431, its danceability is 0.4, and its acousticness is 0.982. It has been tagged with: [electronic, ambient, chillout, psychedelic, idm, dark_ambient, chill]",201,user_27260|user_60987|user_71741|user_87181|user_88225
TRGKJBQ128F92F8400,Yet Another Day,Armin van Buuren,https://p.scdn.co/mp3-preview/771e9eab0aa4be8e7b63e5ed68931bbb1b3b1395?cid=774b29d4f13844c495f206cafdad9c86,0L5miFwg0GLyShzPPIKwMX,trance,Electronic,2002,210840,0.474,0.996,4,-3.282,0,0.0638,0.00372,0.00124,0.0937,0.537,133.831,4,"The song 'Yet Another Day' by Armin van Buuren is a Electronic track released in 2002. With a duration of 3.514 minutes, it has a tempo of 133.831 BPM. The song's energy level is 0.996, its danceability is 0.474, and its acousticness is 0.00372. It has been tagged with: [trance]",2399,user_207|user_461|user_1604|user_3159|user_6231
TRXPGND128F427FE82,The Kaleidoscopic God,Scar Symmetry,https://p.scdn.co/mp3-preview/07eec0a7d6f76b778c03eedf62a05987534c1117?cid=774b29d4f13844c495f206cafdad9c86,0XJWTGozxcjZ9JmQ1xtuXc,"progressive_metal, melodic_death_metal",Metal,2006,429296,0.466,0.984,2,-3.791,1,0.0608,4.2e-05,0.197,0.205,0.33,95.013,4,"The song 'The Kaleidoscopic God' by Scar Symmetry is a Metal track released in 2006. With a duration of 7.154933333333333 minutes, it has a tempo of 95.013 BPM. The song's energy level is 0.984, its danceability is 0.466, and its acousticness is 4.2e-05. It has been tagged with: [progressive_metal, melodic_death_metal]",158,user_9532|user_10985|user_20751|user_21140|user_31904
TRBUYKI128F92DB14A,Suffri,Nneka,https://p.scdn.co/mp3-preview/4b38aedeb65cbebda00d5352e27c0713497e00a4?cid=774b29d4f13844c495f206cafdad9c86,0tX0K92vbN7jcZXfjRVXF8,"soul, funk, reggae, lounge",RnB,2009,353560,0.667,0.585,8,-7.126,1,0.277,0.0822,0.000863,0.112,0.352,154.022,4,"The song 'Suffri' by Nneka is a RnB track released in 2009. With a duration of 5.892666666666667 minutes, it has a tempo of 154.022 BPM. The song's energy level is 0.585, its danceability is 0.667, and its acousticness is 0.0822. It has been tagged with: [soul, funk, reggae, lounge]",79,user_100695|user_116274|user_167787|user_190666|user_207923
TREOWUU128E0780D7E,Ask for Answers,Placebo,https://p.scdn.co/mp3-preview/bcd3e1a26b43b71a6cedd9bf843a014343f9a922?cid=774b29d4f13844c495f206cafdad9c86,5vlIKo35dSEBvemHW7adEQ,"rock, alternative, indie, alternative_rock, indie_rock, british, 90s, britpop",Rock,1998,319666,0.274,0.341,8,-14.172,1,0.0314,0.097,0.674,0.315,0.0757,91.682,4,"The song 'Ask for Answers' by Placebo is a Rock track released in 1998. With a duration of 5.327766666666666 minutes, it has a tempo of 91.682 BPM. The song's energy level is 0.341, its danceability is 0.274, and its acousticness is 0.097. It has been tagged with: [rock, alternative, indie, alternative_rock, indie_rock, british, 90s, britpop]",672,user_9206|user_14075|user_14623|user_14711|user_16369
TRAXHFV128F424DBE9,Lucky Pressure,Roni Size,https://p.scdn.co/mp3-preview/b63c0ed201bfbcbf78a105ec12f028a41179152a?cid=774b29d4f13844c495f206cafdad9c86,0bzlrR6NWwN6vlnxChPrIb,drum_and_bass,Electronic,2000,314040,0.473,0.816,6,-3.239,0,0.113,0.000355,0.0011,0.0574,0.316,174.915,4,"The song 'Lucky Pressure' by Roni Size is a Electronic track released in 2000. With a duration of 5.234 minutes, it has a tempo of 174.915 BPM. The song's energy level is 0.816, its danceability is 0.473, and its acousticness is 0.000355. It has been tagged with: [drum_and_bass]",47,user_153|user_861|user_249400|user_282325|user_331555
TRANTFM12903CA834C,The Moon Asked the Crow,CocoRosie,https://p.scdn.co/mp3-preview/01048a5a5e3fb281f369a4e90e8e16f640581bb7?cid=774b29d4f13844c495f206cafdad9c86,0aWlY5XvW85llXAuG6l6Lz,"alternative, indie, experimental, folk, psychedelic, piano",Rock,2010,232173,0.7,0.632,2,-7.393,1,0.0466,0.628,2.8e-05,0.0738,0.555,78.013,4,"The song 'The Moon Asked the Crow' by CocoRosie is a Rock track released in 2010. With a duration of 3.86955 minutes, it has a tempo of 78.013 BPM. The song's energy level is 0.632, its danceability is 0.7, and its acousticness is 0.628. It has been tagged with: [alternative, indie, experimental, folk, psychedelic, piano]",1205,user_539|user_930|user_935|user_3892|user_5894
TRMGFVP128F4269F84,Screen Door,Uncle Tupelo,https://p.scdn.co/mp3-preview/8a5741913d1181520bc4eacec3a324819c0e5f9a?cid=774b29d4f13844c495f206cafdad9c86,06gBXmSF9bKBa9ttqdvl9N,country,Country,2014,162760,0.386,0.317,7,-14.297,1,0.0302,0.309,0.000721,0.15,0.596,109.16,4,"The song 'Screen Door' by Uncle Tupelo is a Country track released in 2014. With a duration of 2.712666666666667 minutes, it has a tempo of 109.16 BPM. The song's energy level is 0.317, its danceability is 0.386, and its acousticness is 0.309. It has been tagged with: [country]",63,user_3815|user_11758|user_98702|user_114370|user_141719
TRQXAIV128F422A79C,Psykorgasm,Mnemic,https://p.scdn.co/mp3-preview/62e2c0dd09f8cb1a0054c3817586524d9218acd7?cid=774b29d4f13844c495f206cafdad9c86,0rgNg88pNcSzQy33eNQPlZ,"metal, metalcore, melodic_death_metal",Metal,2007,253093,0.418,0.917,8,-5.725,1,0.0757,8.87e-06,0.016,0.26,0.298,147.509,4,"The song 'Psykorgasm' by Mnemic is a Metal track released in 2007. With a duration of 4.218216666666667 minutes, it has a tempo of 147.509 BPM. The song's energy level is 0.917, its danceability is 0.418, and its acousticness is 8.87e-06. It has been tagged with: [metal, metalcore, melodic_death_metal]",31,user_25378|user_50875|user_76601|user_79865|user_97330
TROGLQO128F4247D66,Move To Newlyn,The Subways,https://p.scdn.co/mp3-preview/19e436fca00e52cbf91b6799e80f97115d042c34?cid=774b29d4f13844c495f206cafdad9c86,0B3mYrJERBTqdW03KR7BaI,"indie, indie_rock",Rock,2008,164600,0.601,0.773,1,-5.571,1,0.0237,0.00789,2.02e-06,0.125,0.702,104.997,4,"The song 'Move To Newlyn' by The Subways is a Rock track released in 2008. With a duration of 2.743333333333333 minutes, it has a tempo of 104.997 BPM. The song's energy level is 0.773, its danceability is 0.601, and its acousticness is 0.00789. It has been tagged with: [indie, indie_rock]",54,user_49598|user_193220|user_201953|user_221507|user_238276
TRFAWKX12903CE30F4,Big Green Tractor,Jason Aldean,https://p.scdn.co/mp3-preview/97a1a023c04544498e0c4db59943a3c08b31aa5a?cid=774b29d4f13844c495f206cafdad9c86,1UjgaRJsIwb4HoqV208Rtc,country,Country,2005,204200,0.616,0.596,4,-5.035,1,0.0289,0.654,0.0,0.218,0.58,137.077,4,"The song 'Big Green Tractor' by Jason Aldean is a Country track released in 2005. With a duration of 3.4033333333333333 minutes, it has a tempo of 137.077 BPM. The song's energy level is 0.596, its danceability is 0.616, and its acousticness is 0.654. It has been tagged with: [country]",18515,user_178|user_679|user_799|user_915|user_1057
TRTIPXZ128EF3554E9,Hands Up To The Ceiling,Tracey Thorn,https://p.scdn.co/mp3-preview/83e5e4b3ef77c015ef627e1941db8b1ad30f7347?cid=774b29d4f13844c495f206cafdad9c86,0RV6D3wUo6ZmomRJvNJX2J,"pop, female_vocalists, chillout",Pop,2007,178053,0.447,0.266,2,-13.567,1,0.0324,0.895,1.13e-06,0.219,0.338,98.448,4,"The song 'Hands Up To The Ceiling' by Tracey Thorn is a Pop track released in 2007. With a duration of 2.96755 minutes, it has a tempo of 98.448 BPM. The song's energy level is 0.266, its danceability is 0.447, and its acousticness is 0.895. It has been tagged with: [pop, female_vocalists, chillout]",109,user_17171|user_35477|user_101732|user_114332|user_170274
TRMFHJC12903D0C8D4,Mother Mary,Foxboro Hot Tubs,https://p.scdn.co/mp3-preview/90eb1c4ee369d79464a05261041f1562bd993dbd?cid=774b29d4f13844c495f206cafdad9c86,2HJcFhSmM0yVKxBO1Ggaan,"rock, punk_rock",Metal,2008,166240,0.414,0.988,9,-3.759,1,0.117,0.00474,2.51e-06,0.515,0.602,105.34,4,"The song 'Mother Mary' by Foxboro Hot Tubs is a Metal track released in 2008. With a duration of 2.7706666666666666 minutes, it has a tempo of 105.34 BPM. The song's energy level is 0.988, its danceability is 0.414, and its acousticness is 0.00474. It has been tagged with: [rock, punk_rock]",136,user_2641|user_2867|user_5751|user_15624|user_39158
TRYXWBM12903CC766C,Latin America,Holy Fuck,https://p.scdn.co/mp3-preview/1cd5b539509a032df62d546ca579d77c73a27fb1?cid=774b29d4f13844c495f206cafdad9c86,2H6OsqxZpQgenQGpCpogNS,"electronic, instrumental, trip_hop, electro",Electronic,2010,289106,0.558,0.875,0,-4.868,1,0.0346,0.0433,0.914,0.0818,0.407,105.729,4,"The song 'Latin America' by Holy Fuck is a Electronic track released in 2010. With a duration of 4.818433333333333 minutes, it has a tempo of 105.729 BPM. The song's energy level is 0.875, its danceability is 0.558, and its acousticness is 0.0433. It has been tagged with: [electronic, instrumental, trip_hop, electro]",3400,user_12|user_1545|user_1778|user_1901|user_2394
TRMMBXD128F1477148,Morning Calls,Dashboard Confessional,https://p.scdn.co/mp3-preview/1e455e06633022464ab4cf052166b22fbb872dea?cid=774b29d4f13844c495f206cafdad9c86,0Z0h9AHKXNFqOrlLDiyggl,"rock, acoustic, male_vocalists, emo",Rock,2004,259000,0.461,0.799,3,-6.482,1,0.0364,0.0557,0.127,0.138,0.233,147.073,3,"The song 'Morning Calls' by Dashboard Confessional is a Rock track released in 2004. With a duration of 4.316666666666666 minutes, it has a tempo of 147.073 BPM. The song's energy level is 0.799, its danceability is 0.461, and its acousticness is 0.0557. It has been tagged with: [rock, acoustic, male_vocalists, emo]",644,user_1388|user_3573|user_5020|user_7677|user_9717
TRFFFFJ128F4259B34,Inspection (Check One),Leftfield,https://p.scdn.co/mp3-preview/353cc98efcbe180cd6f2844c11b7d4779ede9ece?cid=774b29d4f13844c495f206cafdad9c86,1bZ7S4J3vPJ4gucG4ZgjgZ,"electronic, house, techno",Electronic,2012,614000,0.623,0.846,5,-8.725,1,0.0509,0.0136,0.797,0.96,0.263,106.001,4,"The song 'Inspection (Check One)' by Leftfield is a Electronic track released in 2012. With a duration of 10.233333333333333 minutes, it has a tempo of 106.001 BPM. The song's energy level is 0.846, its danceability is 0.623, and its acousticness is 0.0136. It has been tagged with: [electronic, house, techno]",22,user_317074|user_327767|user_328827|user_669209|user_855501
